[4/24/21 10:52AM] Nandope used command ::object 41200 | Player rights = DEVELOPER	
[4/28/21 01:06PM] Nandope used command ::tele 1667 4846 | Player rights = DEVELOPER	
[4/28/21 01:06PM] Nandope used command ::tele 1661 4849 | Player rights = DEVELOPER	
[4/28/21 01:06PM] Nandope used command ::tele 1646 4848 | Player rights = DEVELOPER	
[4/28/21 01:06PM] Nandope used command ::tele 1631 4847 | Player rights = DEVELOPER	
[4/28/21 01:06PM] Nandope used command ::addn 1716 | Player rights = DEVELOPER	
[4/28/21 01:06PM] Nandope used command ::tele 1632 4843 | Player rights = DEVELOPER	
[4/28/21 01:06PM] Nandope used command ::addn 1716 | Player rights = DEVELOPER	
[4/28/21 01:06PM] Nandope used command ::tele 1637 4842 | Player rights = DEVELOPER	
[4/28/21 01:06PM] Nandope used command ::addn 1716 | Player rights = DEVELOPER	
[4/28/21 01:06PM] Nandope used command ::tele 1637 4838 | Player rights = DEVELOPER	
[4/28/21 01:06PM] Nandope used command ::addn 1716 | Player rights = DEVELOPER	
[4/28/21 01:07PM] Nandope used command ::tele 1641 4842 | Player rights = DEVELOPER	
[4/28/21 01:07PM] Nandope used command ::addn 1716 | Player rights = DEVELOPER	
[4/28/21 01:07PM] Nandope used command ::tele 1640 4846 | Player rights = DEVELOPER	
[4/28/21 01:07PM] Nandope used command ::tele 1640 4846 | Player rights = DEVELOPER	
[4/28/21 01:07PM] Nandope used command ::addn 1716 | Player rights = DEVELOPER	
[4/28/21 01:07PM] Nandope used command ::tele 1644 4849 | Player rights = DEVELOPER	
[4/28/21 01:07PM] Nandope used command ::addn 1716 | Player rights = DEVELOPER	
[4/28/21 01:07PM] Nandope used command ::tele 1640 4852 | Player rights = DEVELOPER	
[4/28/21 01:07PM] Nandope used command ::addn 1716 | Player rights = DEVELOPER	
[4/28/21 01:07PM] Nandope used command ::tele 1635 4853 | Player rights = DEVELOPER	
[4/28/21 01:07PM] Nandope used command ::addn 1716 | Player rights = DEVELOPER	
[4/28/21 01:07PM] Nandope used command ::tele 1629 4850 | Player rights = DEVELOPER	
[4/28/21 01:07PM] Nandope used command ::tele 1629 4850 | Player rights = DEVELOPER	
[4/28/21 01:07PM] Nandope used command ::addn 1716 | Player rights = DEVELOPER	
[4/28/21 01:07PM] Nandope used command ::tele 1644 4849 | Player rights = DEVELOPER	
[4/28/21 01:07PM] Nandope used command ::tele 1656 4849 | Player rights = DEVELOPER	
[4/28/21 01:07PM] Nandope used command ::tele 1699 4836 | Player rights = DEVELOPER	
[4/28/21 01:07PM] Nandope used command ::tele 1635 4833 | Player rights = DEVELOPER	
[4/28/21 01:07PM] Nandope used command ::tele 1627 4846 | Player rights = DEVELOPER	
[4/28/21 01:07PM] Nandope used command ::tele 1644 4847 | Player rights = DEVELOPER	
[4/28/21 01:07PM] Nandope used command ::tele 1653 4850 | Player rights = DEVELOPER	
[4/28/21 01:07PM] Nandope used command ::addn 1723 | Player rights = DEVELOPER	
[4/28/21 01:07PM] Nandope used command ::tele 1658 4847 | Player rights = DEVELOPER	
[4/28/21 01:07PM] Nandope used command ::addn 1723 | Player rights = DEVELOPER	
[4/28/21 01:08PM] Nandope used command ::tele 1662 4845 | Player rights = DEVELOPER	
[4/28/21 01:08PM] Nandope used command ::addn 1723 | Player rights = DEVELOPER	
[4/28/21 01:08PM] Nandope used command ::tele 1662 4850 | Player rights = DEVELOPER	
[4/28/21 01:08PM] Nandope used command ::addn 1723 | Player rights = DEVELOPER	
[4/28/21 01:08PM] Nandope used command ::tele 1658 4851 | Player rights = DEVELOPER	
[4/28/21 01:08PM] Nandope used command ::addn 1723 | Player rights = DEVELOPER	
[4/28/21 01:08PM] Nandope used command ::tele 1667 4853 | Player rights = DEVELOPER	
[4/28/21 01:08PM] Nandope used command ::addn 1723 | Player rights = DEVELOPER	
[4/28/21 01:08PM] Nandope used command ::tele 1666 4849 | Player rights = DEVELOPER	
[4/28/21 01:08PM] Nandope used command ::addn 1723 | Player rights = DEVELOPER	
[4/28/21 01:08PM] Nandope used command ::tele 1662 4855 | Player rights = DEVELOPER	
[4/28/21 01:08PM] Nandope used command ::addn 1723 | Player rights = DEVELOPER	
[4/28/21 01:08PM] Nandope used command ::tele 1664 4840 | Player rights = DEVELOPER	
[4/28/21 01:08PM] Nandope used command ::tele 1674 4829 | Player rights = DEVELOPER	
[4/28/21 01:08PM] Nandope used command ::tele 1684 4818 | Player rights = DEVELOPER	
[4/28/21 01:08PM] Nandope used command ::tele 1690 4820 | Player rights = DEVELOPER	
[4/28/21 01:08PM] Nandope used command ::mypos | Player rights = DEVELOPER	
[4/28/21 01:12PM] Nandope used command ::addn 845 | Player rights = DEVELOPER	
[4/28/21 01:12PM] Nandope used command ::addn 13313 | Player rights = DEVELOPER	
[4/28/21 01:27PM] Nandope used command ::tele 2179 5014 | Player rights = DEVELOPER	
[4/28/21 01:28PM] Nandope used command ::hardslayerdung | Player rights = DEVELOPER	
[4/28/21 01:28PM] Nandope used command ::tele 1673 4819 | Player rights = DEVELOPER	
[4/28/21 01:28PM] Nandope used command ::tele 1656 4818 | Player rights = DEVELOPER	
[4/28/21 01:28PM] Nandope used command ::tele 1639 4817 | Player rights = DEVELOPER	
[4/28/21 01:32PM] Nandope used command ::mypos | Player rights = DEVELOPER	
[4/28/21 01:32PM] Nandope used command ::mypos | Player rights = DEVELOPER	
[4/28/21 01:32PM] Nandope used command ::mypos | Player rights = DEVELOPER	
[4/28/21 01:36PM] Nandope used command ::hardslayer | Player rights = DEVELOPER	
[4/28/21 01:36PM] Nandope used command ::hardslayerdung | Player rights = DEVELOPER	
[4/28/21 01:36PM] Nandope used command ::mediumslayerdung | Player rights = DEVELOPER	
[4/28/21 01:36PM] Nandope used command ::medslayerdung | Player rights = DEVELOPER	
[4/28/21 01:37PM] Nandope used command ::hardslayerdung | Player rights = DEVELOPER	
[4/28/21 01:37PM] Nandope used command ::addn 1734 | Player rights = DEVELOPER	
[4/28/21 01:37PM] Nandope used command ::addn 1734 | Player rights = DEVELOPER	
[4/28/21 01:37PM] Nandope used command ::addn 1734 | Player rights = DEVELOPER	
[4/28/21 01:37PM] Nandope used command ::tele 1674 4821 | Player rights = DEVELOPER	
[4/28/21 01:37PM] Nandope used command ::addn 1734 | Player rights = DEVELOPER	
[4/28/21 01:37PM] Nandope used command ::tele 1675 4817 | Player rights = DEVELOPER	
[4/28/21 01:37PM] Nandope used command ::addn 1734 | Player rights = DEVELOPER	
[4/28/21 01:37PM] Nandope used command ::tele 1679 4814 | Player rights = DEVELOPER	
[4/28/21 01:37PM] Nandope used command ::addn 1734 | Player rights = DEVELOPER	
[4/28/21 01:38PM] Nandope used command ::addn 1734 | Player rights = DEVELOPER	
[4/28/21 01:38PM] Nandope used command ::tele 1687 4820 | Player rights = DEVELOPER	
[4/28/21 01:38PM] Nandope used command ::tele 1682 4826 | Player rights = DEVELOPER	
[4/28/21 01:38PM] Nandope used command ::addn 1734 | Player rights = DEVELOPER	
[4/28/21 01:38PM] Nandope used command ::tele 1668 4817 | Player rights = DEVELOPER	
[4/28/21 01:38PM] Nandope used command ::tele 1656 4819 | Player rights = DEVELOPER	
[4/28/21 01:38PM] Nandope used command ::addn 1733 | Player rights = DEVELOPER	
[4/28/21 01:38PM] Nandope used command ::addn 1733 | Player rights = DEVELOPER	
[4/28/21 01:38PM] Nandope used command ::tele 1646 4824 | Player rights = DEVELOPER	
[4/28/21 01:38PM] Nandope used command ::addn 1733 | Player rights = DEVELOPER	
[4/28/21 01:38PM] Nandope used command ::tele 1648 4828 | Player rights = DEVELOPER	
[4/28/21 01:38PM] Nandope used command ::addn 1733 | Player rights = DEVELOPER	
[4/28/21 01:38PM] Nandope used command ::tele 1652 4829 | Player rights = DEVELOPER	
[4/28/21 01:38PM] Nandope used command ::addn 1733 | Player rights = DEVELOPER	
[4/28/21 01:38PM] Nandope used command ::tele 1656 4823 | Player rights = DEVELOPER	
[4/28/21 01:38PM] Nandope used command ::addn 1733 | Player rights = DEVELOPER	
[4/28/21 01:38PM] Nandope used command ::tele 1656 4828 | Player rights = DEVELOPER	
[4/28/21 01:38PM] Nandope used command ::addn 1733 | Player rights = DEVELOPER	
[4/28/21 01:38PM] Nandope used command ::tele 1644 4821 | Player rights = DEVELOPER	
[4/28/21 01:38PM] Nandope used command ::addn 1733 | Player rights = DEVELOPER	
[4/28/21 01:38PM] Nandope used command ::tele 1647 4817 | Player rights = DEVELOPER	
[4/28/21 01:38PM] Nandope used command ::addn 1733 | Player rights = DEVELOPER	
[4/28/21 01:38PM] Nandope used command ::tele 1651 4816 | Player rights = DEVELOPER	
[4/28/21 01:38PM] Nandope used command ::addn 1733 | Player rights = DEVELOPER	
[4/28/21 01:38PM] Nandope used command ::addn 1735 | Player rights = DEVELOPER	
[4/28/21 01:39PM] Nandope used command ::addn 1735 | Player rights = DEVELOPER	
[4/28/21 01:39PM] Nandope used command ::tele 1626 4816 | Player rights = DEVELOPER	
[4/28/21 01:39PM] Nandope used command ::addn 1735 | Player rights = DEVELOPER	
[4/28/21 01:39PM] Nandope used command ::tele 1621 4814 | Player rights = DEVELOPER	
[4/28/21 01:39PM] Nandope used command ::addn 1735 | Player rights = DEVELOPER	
[4/28/21 01:39PM] Nandope used command ::tele 1617 4818 | Player rights = DEVELOPER	
[4/28/21 01:39PM] Nandope used command ::addn 1735 | Player rights = DEVELOPER	
[4/28/21 01:39PM] Nandope used command ::tele 1619 4822 | Player rights = DEVELOPER	
[4/28/21 01:39PM] Nandope used command ::addn 1735 | Player rights = DEVELOPER	
[4/28/21 01:39PM] Nandope used command ::tele 1623 4825 | Player rights = DEVELOPER	
[4/28/21 01:39PM] Nandope used command ::addn 1735 | Player rights = DEVELOPER	
[4/28/21 01:39PM] Nandope used command ::tele 1628 4824 | Player rights = DEVELOPER	
[4/28/21 01:39PM] Nandope used command ::addn 1735 | Player rights = DEVELOPER	
[4/28/21 01:39PM] Nandope used command ::tele 1614 4821 | Player rights = DEVELOPER	
[4/28/21 01:39PM] Nandope used command ::addn 1735 | Player rights = DEVELOPER	
[4/28/21 01:39PM] Nandope used command ::tele 1617 4829 | Player rights = DEVELOPER	
[4/28/21 01:39PM] Nandope used command ::addn 1735 | Player rights = DEVELOPER	
[4/28/21 01:39PM] Nandope used command ::tele 1621 4830 | Player rights = DEVELOPER	
[4/28/21 01:39PM] Nandope used command ::addn 1735 | Player rights = DEVELOPER	
[4/28/21 01:39PM] Nandope used command ::tele 1618 4836 | Player rights = DEVELOPER	
[4/28/21 01:39PM] Nandope used command ::addn 1735 | Player rights = DEVELOPER	
[4/28/21 01:39PM] Nandope used command ::tele 1633 4832 | Player rights = DEVELOPER	
[4/28/21 01:39PM] Nandope used command ::tele 1648 4828 | Player rights = DEVELOPER	
[4/28/21 01:39PM] Nandope used command ::tele 1663 4833 | Player rights = DEVELOPER	
[4/28/21 01:39PM] Nandope used command ::tele 1678 4838 | Player rights = DEVELOPER	
[4/28/21 01:39PM] Nandope used command ::tele 1691 4843 | Player rights = DEVELOPER	
[4/28/21 01:39PM] Nandope used command ::tele 1704 4848 | Player rights = DEVELOPER	
[4/28/21 01:39PM] Nandope used command ::tele 1706 4844 | Player rights = DEVELOPER	
[4/28/21 01:39PM] Nandope used command ::addn 1736 | Player rights = DEVELOPER	
[4/28/21 01:39PM] Nandope used command ::tele 1702 4840 | Player rights = DEVELOPER	
[4/28/21 01:39PM] Nandope used command ::addn 1736 | Player rights = DEVELOPER	
[4/28/21 01:40PM] Nandope used command ::tele 1699 4845 | Player rights = DEVELOPER	
[4/28/21 01:40PM] Nandope used command ::addn 1736 | Player rights = DEVELOPER	
[4/28/21 01:40PM] Nandope used command ::tele 1703 4848 | Player rights = DEVELOPER	
[4/28/21 01:40PM] Nandope used command ::addn 1736 | Player rights = DEVELOPER	
[4/28/21 01:40PM] Nandope used command ::tele 1694 4842 | Player rights = DEVELOPER	
[4/28/21 01:40PM] Nandope used command ::addn 1736 | Player rights = DEVELOPER	
[4/28/21 01:40PM] Nandope used command ::tele 1692 4847 | Player rights = DEVELOPER	
[4/28/21 01:40PM] Nandope used command ::addn 1736 | Player rights = DEVELOPER	
[4/28/21 01:40PM] Nandope used command ::tele 1694 4851 | Player rights = DEVELOPER	
[4/28/21 01:40PM] Nandope used command ::addn 1736 | Player rights = DEVELOPER	
[4/28/21 01:40PM] Nandope used command ::tele 1699 4851 | Player rights = DEVELOPER	
[4/28/21 01:40PM] Nandope used command ::addn 1736 | Player rights = DEVELOPER	
[4/28/21 01:40PM] Nandope used command ::tele 1707 4851 | Player rights = DEVELOPER	
[4/28/21 01:40PM] Nandope used command ::addn 1736 | Player rights = DEVELOPER	
[4/28/21 01:40PM] Nandope used command ::tele 1695 4844 | Player rights = DEVELOPER	
[4/28/21 01:40PM] Nandope used command ::tele 1689 4844 | Player rights = DEVELOPER	
[4/28/21 01:40PM] Nandope used command ::tele 1679 4843 | Player rights = DEVELOPER	
[4/28/21 01:40PM] Nandope used command ::addn 1743 | Player rights = DEVELOPER	
[4/28/21 01:40PM] Nandope used command ::addn 1743 | Player rights = DEVELOPER	
[4/28/21 01:40PM] Nandope used command ::tele 1670 4838 | Player rights = DEVELOPER	
[4/28/21 01:40PM] Nandope used command ::addn 1743 | Player rights = DEVELOPER	
[4/28/21 01:40PM] Nandope used command ::tele 1670 4842 | Player rights = DEVELOPER	
[4/28/21 01:40PM] Nandope used command ::addn 1743 | Player rights = DEVELOPER	
[4/28/21 01:40PM] Nandope used command ::tele 1674 4848 | Player rights = DEVELOPER	
[4/28/21 01:40PM] Nandope used command ::addn 1743 | Player rights = DEVELOPER	
[4/28/21 01:40PM] Nandope used command ::tele 1669 4847 | Player rights = DEVELOPER	
[4/28/21 01:40PM] Nandope used command ::addn 1743 | Player rights = DEVELOPER	
[4/28/21 01:41PM] Nandope used command ::tele 1681 4848 | Player rights = DEVELOPER	
[4/28/21 01:41PM] Nandope used command ::addn 1743 | Player rights = DEVELOPER	
[4/28/21 01:41PM] Nandope used command ::tele 1666 4845 | Player rights = DEVELOPER	
[4/28/21 01:41PM] Nandope used command ::tele 1666 4841 | Player rights = DEVELOPER	
[4/28/21 01:41PM] Nandope used command ::addn 1743 | Player rights = DEVELOPER	
[4/28/21 01:41PM] Nandope used command ::tele 1660 4848 | Player rights = DEVELOPER	
[4/28/21 01:41PM] Nandope used command ::addn 1716 | Player rights = DEVELOPER	
[4/28/21 01:41PM] Nandope used command ::tele 1662 4852 | Player rights = DEVELOPER	
[4/28/21 01:41PM] Nandope used command ::addn 1716 | Player rights = DEVELOPER	
[4/28/21 01:41PM] Nandope used command ::tele 1657 4851 | Player rights = DEVELOPER	
[4/28/21 01:41PM] Nandope used command ::addn 1716 | Player rights = DEVELOPER	
[4/28/21 01:41PM] Nandope used command ::tele 1653 4852 | Player rights = DEVELOPER	
[4/28/21 01:41PM] Nandope used command ::addn 1716 | Player rights = DEVELOPER	
[4/28/21 01:41PM] Nandope used command ::tele 1655 4849 | Player rights = DEVELOPER	
[4/28/21 01:41PM] Nandope used command ::addn 1716 | Player rights = DEVELOPER	
[4/28/21 01:41PM] Nandope used command ::tele 1649 4852 | Player rights = DEVELOPER	
[4/28/21 01:41PM] Nandope used command ::addn 1716 | Player rights = DEVELOPER	
[4/28/21 01:41PM] Nandope used command ::tele 1659 4846 | Player rights = DEVELOPER	
[4/28/21 01:41PM] Nandope used command ::addn 1716 | Player rights = DEVELOPER	
[4/28/21 01:41PM] Nandope used command ::tele 1646 4848 | Player rights = DEVELOPER	
[4/28/21 01:41PM] Nandope used command ::tele 1641 4845 | Player rights = DEVELOPER	
[4/28/21 01:41PM] Nandope used command ::addn 1723 | Player rights = DEVELOPER	
[4/28/21 01:42PM] Nandope used command ::addn 1723 | Player rights = DEVELOPER	
[4/28/21 01:42PM] Nandope used command ::tele 1638 4853 | Player rights = DEVELOPER	
[4/28/21 01:42PM] Nandope used command ::addn 1723 | Player rights = DEVELOPER	
[4/28/21 01:42PM] Nandope used command ::tele 1638 4840 | Player rights = DEVELOPER	
[4/28/21 01:42PM] Nandope used command ::addn 1723 | Player rights = DEVELOPER	
[4/28/21 01:42PM] Nandope used command ::tele 1633 4839 | Player rights = DEVELOPER	
[4/28/21 01:42PM] Nandope used command ::addn 1723 | Player rights = DEVELOPER	
[4/28/21 01:42PM] Nandope used command ::tele 1630 4845 | Player rights = DEVELOPER	
[4/28/21 01:42PM] Nandope used command ::addn 1723 | Player rights = DEVELOPER	
[4/28/21 01:42PM] Nandope used command ::tele 1631 4849 | Player rights = DEVELOPER	
[4/28/21 01:42PM] Nandope used command ::addn 1723 | Player rights = DEVELOPER	
[4/28/21 01:42PM] Nandope used command ::tele 1633 4853 | Player rights = DEVELOPER	
[4/28/21 01:42PM] Nandope used command ::addn 1723 | Player rights = DEVELOPER	
[4/28/21 01:42PM] Nandope used command ::tele 1627 4853 | Player rights = DEVELOPER	
[4/28/21 01:42PM] Nandope used command ::addn 1723 | Player rights = DEVELOPER	
[4/28/21 01:42PM] Nandope used command ::tele 1625 4849 | Player rights = DEVELOPER	
[4/28/21 01:42PM] Nandope used command ::addn 1723 | Player rights = DEVELOPER	
[4/28/21 01:42PM] Nandope used command ::tele 1640 4846 | Player rights = DEVELOPER	
[4/28/21 01:46PM] Nandope used command ::easyslayer | Player rights = DEVELOPER	
[4/28/21 01:46PM] Nandope used command ::easyslayerdung | Player rights = DEVELOPER	
[4/28/21 01:46PM] Nandope used command ::tele 1902 4883 | Player rights = DEVELOPER	
[4/28/21 01:51PM] Nandope used command ::hardslayerdung | Player rights = DEVELOPER	
[4/28/21 01:51PM] Nandope used command ::addn 1734 | Player rights = DEVELOPER	
[4/28/21 01:51PM] Nandope used command ::addn 1734 | Player rights = DEVELOPER	
[4/28/21 01:52PM] Nandope used command ::tele 1678 4828 | Player rights = DEVELOPER	
[4/28/21 01:52PM] Nandope used command ::addn 1734 | Player rights = DEVELOPER	
[4/28/21 01:52PM] Nandope used command ::tele 1683 4818 | Player rights = DEVELOPER	
[4/28/21 01:52PM] Nandope used command ::addn 1734 | Player rights = DEVELOPER	
[4/28/21 01:52PM] Nandope used command ::tele 1678 4816 | Player rights = DEVELOPER	
[4/28/21 01:52PM] Nandope used command ::addn 1734 | Player rights = DEVELOPER	
[4/28/21 01:52PM] Nandope used command ::tele 1673 4818 | Player rights = DEVELOPER	
[4/28/21 01:52PM] Nandope used command ::addn 1734 | Player rights = DEVELOPER	
[4/28/21 01:52PM] Nandope used command ::tele 1675 4814 | Player rights = DEVELOPER	
[4/28/21 01:52PM] Nandope used command ::addn 1734 | Player rights = DEVELOPER	
[4/28/21 01:52PM] Nandope used command ::tele 1664 4819 | Player rights = DEVELOPER	
[4/28/21 01:52PM] Nandope used command ::tele 1657 4820 | Player rights = DEVELOPER	
[4/28/21 01:52PM] Nandope used command ::addn 17133 | Player rights = DEVELOPER	
[4/28/21 01:52PM] Nandope used command ::addn 1733 | Player rights = DEVELOPER	
[4/28/21 01:52PM] Nandope used command ::tele 1653 4827 | Player rights = DEVELOPER	
[4/28/21 01:52PM] Nandope used command ::addn 1733 | Player rights = DEVELOPER	
[4/28/21 01:52PM] Nandope used command ::tele 1657 4829 | Player rights = DEVELOPER	
[4/28/21 01:52PM] Nandope used command ::addn 1733 | Player rights = DEVELOPER	
[4/28/21 01:53PM] Nandope used command ::tele 1650 4831 | Player rights = DEVELOPER	
[4/28/21 01:53PM] Nandope used command ::addn 1733 | Player rights = DEVELOPER	
[4/28/21 01:53PM] Nandope used command ::tele 1647 4827 | Player rights = DEVELOPER	
[4/28/21 01:53PM] Nandope used command ::addn 1733 | Player rights = DEVELOPER	
[4/28/21 01:53PM] Nandope used command ::tele 1647 4821 | Player rights = DEVELOPER	
[4/28/21 01:53PM] Nandope used command ::addn 1733 | Player rights = DEVELOPER	
[4/28/21 01:53PM] Nandope used command ::tele 1652 4819 | Player rights = DEVELOPER	
[4/28/21 01:53PM] Nandope used command ::addn 1733 | Player rights = DEVELOPER	
[4/28/21 01:53PM] Nandope used command ::tele 1648 4816 | Player rights = DEVELOPER	
[4/28/21 01:53PM] Nandope used command ::addn 1733 | Player rights = DEVELOPER	
[4/28/21 01:53PM] Nandope used command ::tele 1642 4823 | Player rights = DEVELOPER	
[4/28/21 01:53PM] Nandope used command ::addn 1733 | Player rights = DEVELOPER	
[4/28/21 01:53PM] Nandope used command ::tele 1631 4820 | Player rights = DEVELOPER	
[4/28/21 01:53PM] Nandope used command ::tele 1632 4821 | Player rights = DEVELOPER	
[4/28/21 01:53PM] Nandope used command ::addn 1735 | Player rights = DEVELOPER	
[4/28/21 01:53PM] Nandope used command ::tele 1629 4817 | Player rights = DEVELOPER	
[4/28/21 01:53PM] Nandope used command ::addn 1735 | Player rights = DEVELOPER	
[4/28/21 01:53PM] Nandope used command ::tele 1623 4816 | Player rights = DEVELOPER	
[4/28/21 01:53PM] Nandope used command ::addn 1735 | Player rights = DEVELOPER	
[4/28/21 01:53PM] Nandope used command ::tele 1628 4823 | Player rights = DEVELOPER	
[4/28/21 01:53PM] Nandope used command ::addn 1735 | Player rights = DEVELOPER	
[4/28/21 01:53PM] Nandope used command ::tele 1625 4826 | Player rights = DEVELOPER	
[4/28/21 01:53PM] Nandope used command ::addn 1735 | Player rights = DEVELOPER	
[4/28/21 01:53PM] Nandope used command ::tele 1620 4825 | Player rights = DEVELOPER	
[4/28/21 01:53PM] Nandope used command ::addn 1735 | Player rights = DEVELOPER	
[4/28/21 01:53PM] Nandope used command ::tele 1619 4821 | Player rights = DEVELOPER	
[4/28/21 01:53PM] Nandope used command ::addn 1735 | Player rights = DEVELOPER	
[4/28/21 01:53PM] Nandope used command ::tele 1618 4816 | Player rights = DEVELOPER	
[4/28/21 01:53PM] Nandope used command ::addn 1735 | Player rights = DEVELOPER	
[4/28/21 01:53PM] Nandope used command ::tele 1615 4820 | Player rights = DEVELOPER	
[4/28/21 01:53PM] Nandope used command ::addn 1735 | Player rights = DEVELOPER	
[4/28/21 01:54PM] Nandope used command ::tele 1615 4827 | Player rights = DEVELOPER	
[4/28/21 01:54PM] Nandope used command ::addn 1735 | Player rights = DEVELOPER	
[4/28/21 01:54PM] Nandope used command ::tele 1619 4831 | Player rights = DEVELOPER	
[4/28/21 01:54PM] Nandope used command ::addn 1735 | Player rights = DEVELOPER	
[4/28/21 01:54PM] Nandope used command ::tele 1632 4836 | Player rights = DEVELOPER	
[4/28/21 01:54PM] Nandope used command ::tele 1645 4840 | Player rights = DEVELOPER	
[4/28/21 01:54PM] Nandope used command ::tele 1658 4844 | Player rights = DEVELOPER	
[4/28/21 01:54PM] Nandope used command ::tele 1671 4844 | Player rights = DEVELOPER	
[4/28/21 01:54PM] Nandope used command ::tele 1684 4844 | Player rights = DEVELOPER	
[4/28/21 01:54PM] Nandope used command ::tele 1697 4844 | Player rights = DEVELOPER	
[4/28/21 01:54PM] Nandope used command ::tele 1705 4841 | Player rights = DEVELOPER	
[4/28/21 01:54PM] Nandope used command ::addn 1736 | Player rights = DEVELOPER	
[4/28/21 01:54PM] Nandope used command ::tele 1700 4841 | Player rights = DEVELOPER	
[4/28/21 01:54PM] Nandope used command ::addn 1736 | Player rights = DEVELOPER	
[4/28/21 01:54PM] Nandope used command ::tele 1700 4836 | Player rights = DEVELOPER	
[4/28/21 01:54PM] Nandope used command ::addn 1736 | Player rights = DEVELOPER	
[4/28/21 01:54PM] Nandope used command ::tele 1700 4845 | Player rights = DEVELOPER	
[4/28/21 01:54PM] Nandope used command ::addn 1736 | Player rights = DEVELOPER	
[4/28/21 01:54PM] Nandope used command ::tele 1704 4849 | Player rights = DEVELOPER	
[4/28/21 01:54PM] Nandope used command ::addn 1736 | Player rights = DEVELOPER	
[4/28/21 01:54PM] Nandope used command ::addn 1736 | Player rights = DEVELOPER	
[4/28/21 01:54PM] Nandope used command ::tele 1695 4853 | Player rights = DEVELOPER	
[4/28/21 01:54PM] Nandope used command ::addn 1736 | Player rights = DEVELOPER	
[4/28/21 01:54PM] Nandope used command ::tele 1694 4849 | Player rights = DEVELOPER	
[4/28/21 01:54PM] Nandope used command ::addn 1736 | Player rights = DEVELOPER	
[4/28/21 01:54PM] Nandope used command ::tele 1693 4844 | Player rights = DEVELOPER	
[4/28/21 01:54PM] Nandope used command ::addn 1736 | Player rights = DEVELOPER	
[4/28/21 01:54PM] Nandope used command ::tele 1690 4847 | Player rights = DEVELOPER	
[4/28/21 01:54PM] Nandope used command ::addn 1736 | Player rights = DEVELOPER	
[4/28/21 01:55PM] Nandope used command ::tele 1680 4844 | Player rights = DEVELOPER	
[4/28/21 01:55PM] Nandope used command ::addn 1743 | Player rights = DEVELOPER	
[4/28/21 01:55PM] Nandope used command ::addn 1743 | Player rights = DEVELOPER	
[4/28/21 01:55PM] Nandope used command ::addn 1743 | Player rights = DEVELOPER	
[4/28/21 01:55PM] Nandope used command ::addn 1743 | Player rights = DEVELOPER	
[4/28/21 01:55PM] Nandope used command ::addn 1743 | Player rights = DEVELOPER	
[4/28/21 01:55PM] Nandope used command ::addn 1743 | Player rights = DEVELOPER	
[4/28/21 01:55PM] Nandope used command ::addn 1743 | Player rights = DEVELOPER	
[4/28/21 01:55PM] Nandope used command ::addn 1743 | Player rights = DEVELOPER	
[4/28/21 01:55PM] Nandope used command ::addn 1716 | Player rights = DEVELOPER	
[4/28/21 01:55PM] Nandope used command ::addn 1716 | Player rights = DEVELOPER	
[4/28/21 01:56PM] Nandope used command ::addn 1716 | Player rights = DEVELOPER	
[4/28/21 01:56PM] Nandope used command ::addn 1716 | Player rights = DEVELOPER	
[4/28/21 01:56PM] Nandope used command ::addn 1716 | Player rights = DEVELOPER	
[4/28/21 01:56PM] Nandope used command ::addn 1716 | Player rights = DEVELOPER	
[4/28/21 01:56PM] Nandope used command ::addn 1716 | Player rights = DEVELOPER	
[4/28/21 01:56PM] Nandope used command ::tele 1641 4845 | Player rights = DEVELOPER	
[4/28/21 01:56PM] Nandope used command ::addn 1723 | Player rights = DEVELOPER	
[4/28/21 01:56PM] Nandope used command ::addn 1723 | Player rights = DEVELOPER	
[4/28/21 01:56PM] Nandope used command ::addn 1723 | Player rights = DEVELOPER	
[4/28/21 01:56PM] Nandope used command ::addn 1723 | Player rights = DEVELOPER	
[4/28/21 01:56PM] Nandope used command ::addn 1723 | Player rights = DEVELOPER	
[4/28/21 01:56PM] Nandope used command ::addn 1723 | Player rights = DEVELOPER	
[4/28/21 01:56PM] Nandope used command ::addn 1723 | Player rights = DEVELOPER	
[4/28/21 01:56PM] Nandope used command ::addn 1723 | Player rights = DEVELOPER	
[4/28/21 01:56PM] Nandope used command ::addn 1723 | Player rights = DEVELOPER	
[4/28/21 02:00PM] Nandope used command ::tele 2007 5030 | Player rights = DEVELOPER	
[4/28/21 02:01PM] Nandope used command ::tele 2007 5030 | Player rights = DEVELOPER	
[4/28/21 02:01PM] Nandope used command ::mypos | Player rights = DEVELOPER	
[4/28/21 02:03PM] Nandope used command ::th | Player rights = DEVELOPER	
[4/28/21 02:03PM] Nandope used command ::tele 2024 5016 | Player rights = DEVELOPER	
[4/28/21 02:05PM] Nandope used command ::th | Player rights = DEVELOPER	
[4/28/21 02:05PM] Nandope used command ::tele 2019 5026 | Player rights = DEVELOPER	
[4/28/21 02:05PM] Nandope used command ::tele 2028 5035 | Player rights = DEVELOPER	
[4/28/21 02:05PM] Nandope used command ::tele 2015 5033 | Player rights = DEVELOPER	
[4/28/21 02:05PM] Nandope used command ::tele 2000 5038 | Player rights = DEVELOPER	
[4/28/21 02:05PM] Nandope used command ::tele 2005 5023 | Player rights = DEVELOPER	
[4/28/21 02:05PM] Nandope used command ::tele 2002 5011 | Player rights = DEVELOPER	
